"","X","website","query","titles","location","wage","skills","lon","lat"
"187",902,"Cyber Coders","Data Engineer","Cloud Software Engineer","Sunnyvale, CA","Full-time $150k - $200k","Java",-122.0363496,37.36883
"188",903,"Cyber Coders","Data Engineer","Cloud Software Engineer","Sunnyvale, CA","Full-time $150k - $200k","JavaScript",-122.0363496,37.36883
"189",904,"Cyber Coders","Data Engineer","Cloud Software Engineer - Global leader in data platforms!","San Diego, CA","Compensation Unspecified","AWS",-117.1610838,32.715738
"190",905,"Cyber Coders","Data Engineer","Cloud Software Engineer - Global leader in data platforms!","San Diego, CA","Compensation Unspecified","Azure",-117.1610838,32.715738
"191",906,"Cyber Coders","Data Engineer","Cloud Software Engineer - Global leader in data platforms!","San Diego, CA","Compensation Unspecified","Cloud",-117.1610838,32.715738
"192",907,"Cyber Coders","Data Engineer","Cloud Software Engineer - Global leader in data platforms!","San Diego, CA","Compensation Unspecified","Go",-117.1610838,32.715738
"193",908,"Cyber Coders","Data Engineer","Cloud Software Engineer - Global leader in data platforms!","San Diego, CA","Compensation Unspecified","Java",-117.1610838,32.715738
"194",909,"Cyber Coders","Data Engineer","Contract Data Platform Engineer (Python-AWS-Microservices)","Austin, TX","Contract $40.00-$80.00","AWS",-97.7430608,30.267153
"195",910,"Cyber Coders","Data Engineer","Contract Data Platform Engineer (Python-AWS-Microservices)","Austin, TX","Contract $40.00-$80.00","Data Warehousing",-97.7430608,30.267153
"196",911,"Cyber Coders","Data Engineer","Contract Data Platform Engineer (Python-AWS-Microservices)","Austin, TX","Contract $40.00-$80.00","Microservices",-97.7430608,30.267153
"197",912,"Cyber Coders","Data Engineer","Contract Data Platform Engineer (Python-AWS-Microservices)","Austin, TX","Contract $40.00-$80.00","Platform Engineering",-97.7430608,30.267153
"198",913,"Cyber Coders","Data Engineer","Contract Data Platform Engineer (Python-AWS-Microservices)","Austin, TX","Contract $40.00-$80.00","Python",-97.7430608,30.267153
"199",914,"Cyber Coders","Data Engineer","Contract to Hire | Senior Java Developer","Washington, DC","Contract $50.00-$70.00","Java",-77.0368707,38.9071923
"200",915,"Cyber Coders","Data Engineer","Contract to Hire | Senior Java Developer","Washington, DC","Contract $50.00-$70.00","Micro Services",-77.0368707,38.9071923
"201",916,"Cyber Coders","Data Engineer","Contract to Hire | Senior Java Developer","Washington, DC","Contract $50.00-$70.00","Microservices",-77.0368707,38.9071923
"202",917,"Cyber Coders","Data Engineer","Contract to Hire | Senior Java Developer","Washington, DC","Contract $50.00-$70.00","Spring",-77.0368707,38.9071923
"203",918,"Cyber Coders","Data Engineer","Contract to Hire | Senior Java Developer","Washington, DC","Contract $50.00-$70.00","Spring Boot",-77.0368707,38.9071923
"204",919,"Cyber Coders","Data Engineer","Controls Engineer","Timberlake, VA","Compensation Unspecified","AutoCAD",-79.2575251,37.3206988
"205",920,"Cyber Coders","Data Engineer","Controls Engineer","Timberlake, VA","Compensation Unspecified","HMI",-79.2575251,37.3206988
"206",921,"Cyber Coders","Data Engineer","Controls Engineer","Timberlake, VA","Compensation Unspecified","Machine Control Systems",-79.2575251,37.3206988
"207",922,"Cyber Coders","Data Engineer","Controls Engineer","Timberlake, VA","Compensation Unspecified","PLC",-79.2575251,37.3206988
"208",923,"Cyber Coders","Data Engineer","Controls Engineer","Timberlake, VA","Compensation Unspecified","Robotics",-79.2575251,37.3206988
"209",924,"Cyber Coders","Data Engineer","Controls Project Engineer - Controls Systems, AutoCAD, Revit","Menlo Park, CA","Compensation Unspecified","AutoCAD",-122.1817252,37.4529598
"210",925,"Cyber Coders","Data Engineer","Controls Project Engineer - Controls Systems, AutoCAD, Revit","Menlo Park, CA","Compensation Unspecified","BAS Troubleshooting",-122.1817252,37.4529598
"211",926,"Cyber Coders","Data Engineer","Controls Project Engineer - Controls Systems, AutoCAD, Revit","Menlo Park, CA","Compensation Unspecified","MEP",-122.1817252,37.4529598
"212",927,"Cyber Coders","Data Engineer","Controls Project Engineer - Controls Systems, AutoCAD, Revit","Menlo Park, CA","Compensation Unspecified","Mechanical Engineer",-122.1817252,37.4529598
"213",928,"Cyber Coders","Data Engineer","Controls Project Engineer - Controls Systems, AutoCAD, Revit","Menlo Park, CA","Compensation Unspecified","Revit",-122.1817252,37.4529598
"214",929,"Cyber Coders","Data Engineer","Controls Systems Engineer - Matlab, Simulink","Loveland, CO","Compensation Unspecified","Automotive Diagnostics/Repair Experience",-105.0749801,40.3977612
"215",930,"Cyber Coders","Data Engineer","Controls Systems Engineer - Matlab, Simulink","Loveland, CO","Compensation Unspecified","LabView",-105.0749801,40.3977612
"216",931,"Cyber Coders","Data Engineer","Controls Systems Engineer - Matlab, Simulink","Loveland, CO","Compensation Unspecified","Matlab",-105.0749801,40.3977612
"217",932,"Cyber Coders","Data Engineer","Controls Systems Engineer - Matlab, Simulink","Loveland, CO","Compensation Unspecified","Python",-105.0749801,40.3977612
"218",933,"Cyber Coders","Data Engineer","Controls Systems Engineer - Matlab, Simulink","Loveland, CO","Compensation Unspecified","SimuLink",-105.0749801,40.3977612
"219",934,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","B2B SaaS",-74.0059728,40.7127753
"220",935,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Cloud Computing",-74.0059728,40.7127753
"221",936,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Customer Success",-74.0059728,40.7127753
"222",937,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Data Analytics - Technical Acumen",-74.0059728,40.7127753
"223",938,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Enterprise Portfolio of Accounts",-74.0059728,40.7127753
"224",939,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B, SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","B2B SaaS",-74.0059728,40.7127753
"225",940,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B, SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Cloud Computing",-74.0059728,40.7127753
"226",941,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B, SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Customer Success",-74.0059728,40.7127753
"227",942,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B, SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Data Analytics - Technical Acumen",-74.0059728,40.7127753
"228",943,"Cyber Coders","Data Engineer","Customer Success Engineer - B2B, SaaS, Cloud, Technical","New York, NY","Compensation Unspecified","Enterprise Portfolio of Accounts",-74.0059728,40.7127753
"229",944,"Cyber Coders","Data Engineer","DSP Engineer","Chandler, AZ","Full-time $100k - $120k","Algorithms",-111.8412502,33.3061605
"230",945,"Cyber Coders","Data Engineer","DSP Engineer","Chandler, AZ","Full-time $100k - $120k","Digital Signal Processing",-111.8412502,33.3061605
"231",946,"Cyber Coders","Data Engineer","DSP Engineer","Chandler, AZ","Full-time $100k - $120k","Lidar",-111.8412502,33.3061605
"232",947,"Cyber Coders","Data Engineer","DSP Engineer","Chandler, AZ","Full-time $100k - $120k","Radar",-111.8412502,33.3061605
"233",948,"Cyber Coders","Data Engineer","DSP Engineer","Chandler, AZ","Full-time $100k - $120k","kalman filter",-111.8412502,33.3061605
"234",949,"Cyber Coders","Data Engineer","Data Center Engineer - ITIL, VMware Certified Design Expert","Claremont, NH","Compensation Unspecified","Administration of Storage Area Network technology",-72.3378744,43.3728635
"235",950,"Cyber Coders","Data Engineer","Data Center Engineer - ITIL, VMware Certified Design Expert","Claremont, NH","Compensation Unspecified","CCNA Data Center",-72.3378744,43.3728635
"236",951,"Cyber Coders","Data Engineer","Data Center Engineer - ITIL, VMware Certified Design Expert","Claremont, NH","Compensation Unspecified","ITIL",-72.3378744,43.3728635
"237",952,"Cyber Coders","Data Engineer","Data Center Engineer - ITIL, VMware Certified Design Expert","Claremont, NH","Compensation Unspecified","Nexus Platforms administration",-72.3378744,43.3728635
"238",953,"Cyber Coders","Data Engineer","Data Center Engineer - ITIL, VMware Certified Design Expert","Claremont, NH","Compensation Unspecified","VMware Certified Design Expert",-72.3378744,43.3728635
"239",954,"Cyber Coders","Data Engineer","Data Engineer","Austin, TX","Compensation Unspecified","AWS",-97.7430608,30.267153
"240",955,"Cyber Coders","Data Engineer","Data Engineer","Austin, TX","Compensation Unspecified","Docker/Kubernetes",-97.7430608,30.267153
"241",956,"Cyber Coders","Data Engineer","Data Engineer","Austin, TX","Compensation Unspecified","Flask",-97.7430608,30.267153
"242",957,"Cyber Coders","Data Engineer","Data Engineer","Austin, TX","Compensation Unspecified","PySpark",-97.7430608,30.267153
"243",958,"Cyber Coders","Data Engineer","Data Engineer","Austin, TX","Compensation Unspecified","Python",-97.7430608,30.267153
"244",959,"Cyber Coders","Data Engineer","Data Engineer","Dallas, TX","Compensation Unspecified","AI",-96.7969879,32.7766642
"245",960,"Cyber Coders","Data Engineer","Data Engineer","Dallas, TX","Compensation Unspecified","Machine Learning",-96.7969879,32.7766642
"246",961,"Cyber Coders","Data Engineer","Data Engineer","Dallas, TX","Compensation Unspecified","Python",-96.7969879,32.7766642
"247",962,"Cyber Coders","Data Engineer","Data Engineer","Dallas, TX","Compensation Unspecified","R",-96.7969879,32.7766642
"248",963,"Cyber Coders","Data Engineer","Data Engineer","Houston, TX","Full-time $80k - $100k","ETL",-95.3698028,29.7604267
"249",964,"Cyber Coders","Data Engineer","Data Engineer","Houston, TX","Full-time $80k - $100k","MySQL/PostgreSQL/MariaDB",-95.3698028,29.7604267
"250",965,"Cyber Coders","Data Engineer","Data Engineer","Houston, TX","Full-time $80k - $100k","PHP/Python",-95.3698028,29.7604267
"251",966,"Cyber Coders","Data Engineer","Data Engineer","Houston, TX","Full-time $80k - $100k","Reporting Engines",-95.3698028,29.7604267
"252",967,"Cyber Coders","Data Engineer","Data Engineer","Houston, TX","Full-time $80k - $100k","SQL",-95.3698028,29.7604267
"253",968,"Cyber Coders","Data Engineer","Data Engineer","New York, NY","Compensation Unspecified","Batch",-74.0059728,40.7127753
"254",969,"Cyber Coders","Data Engineer","Data Engineer","New York, NY","Compensation Unspecified","Data Pipelines",-74.0059728,40.7127753
"255",970,"Cyber Coders","Data Engineer","Data Engineer","New York, NY","Compensation Unspecified","Data Warehouse",-74.0059728,40.7127753
"256",971,"Cyber Coders","Data Engineer","Data Engineer","New York, NY","Compensation Unspecified","ETL",-74.0059728,40.7127753
"257",972,"Cyber Coders","Data Engineer","Data Engineer","New York, NY","Compensation Unspecified","data warehouses",-74.0059728,40.7127753
"258",973,"Cyber Coders","Data Engineer","Data Engineer","Pasadena, CA","Full-time $120k - $175k","Linux",-118.1445155,34.1477849
"259",974,"Cyber Coders","Data Engineer","Data Engineer","Pasadena, CA","Full-time $120k - $175k","Redshift",-118.1445155,34.1477849
"260",975,"Cyber Coders","Data Engineer","Data Engineer","Pasadena, CA","Full-time $120k - $175k","SPARK",-118.1445155,34.1477849
"261",976,"Cyber Coders","Data Engineer","Data Engineer","Pasadena, CA","Full-time $120k - $175k","Shell",-118.1445155,34.1477849
"262",977,"Cyber Coders","Data Engineer","Data Engineer","Pasadena, CA","Full-time $120k - $175k","Unix",-118.1445155,34.1477849
"263",978,"Cyber Coders","Data Engineer","Data Engineer","Pittsburgh, PA","Full-time $90k - $140k","Data Engineering",-79.9958864,40.4406248
"264",979,"Cyber Coders","Data Engineer","Data Engineer","Pittsburgh, PA","Full-time $90k - $140k","Linux",-79.9958864,40.4406248
"265",980,"Cyber Coders","Data Engineer","Data Engineer","Pittsburgh, PA","Full-time $90k - $140k","PostgreSQL or similar",-79.9958864,40.4406248
"266",981,"Cyber Coders","Data Engineer","Data Engineer","Pittsburgh, PA","Full-time $90k - $140k","Python / Ruby / Perl",-79.9958864,40.4406248
"267",982,"Cyber Coders","Data Engineer","Data Engineer","Pittsburgh, PA","Full-time $90k - $140k","SQL programming",-79.9958864,40.4406248
"268",983,"Cyber Coders","Data Engineer","Data Engineer","Washington, DC","Compensation Unspecified","AWS",-77.0368707,38.9071923
"269",984,"Cyber Coders","Data Engineer","Data Engineer","Washington, DC","Compensation Unspecified","Data Pipelines",-77.0368707,38.9071923
"270",985,"Cyber Coders","Data Engineer","Data Engineer","Washington, DC","Compensation Unspecified","MySQL",-77.0368707,38.9071923
"271",986,"Cyber Coders","Data Engineer","Data Engineer","Washington, DC","Compensation Unspecified","Python",-77.0368707,38.9071923
"272",987,"Cyber Coders","Data Engineer","Data Engineer","Washington, DC","Compensation Unspecified","SQL",-77.0368707,38.9071923
"273",988,"Cyber Coders","Data Engineer","Data Engineer (Python, MySQL, AWS) - Date Warehouses","New York, NY","Compensation Unspecified","Date Warehouses",-74.0059728,40.7127753
"274",989,"Cyber Coders","Data Engineer","Data Engineer (Python, MySQL, AWS) - Date Warehouses","New York, NY","Compensation Unspecified","ETL/ELT",-74.0059728,40.7127753
"275",990,"Cyber Coders","Data Engineer","Data Engineer (Python, MySQL, AWS) - Date Warehouses","New York, NY","Compensation Unspecified","Infrastructure Components",-74.0059728,40.7127753
"276",991,"Cyber Coders","Data Engineer","Data Engineer (Python, MySQL, AWS) - Date Warehouses","New York, NY","Compensation Unspecified","RDS",-74.0059728,40.7127753
"277",992,"Cyber Coders","Data Engineer","Data Engineer (Python, MySQL, AWS) - Date Warehouses","New York, NY","Compensation Unspecified","Technical Architecture",-74.0059728,40.7127753
"278",993,"Cyber Coders","Data Engineer","Data Engineer (Remote)","Boston, MA","Compensation Unspecified","Data Engineer",-71.0588801,42.3600825
"279",994,"Cyber Coders","Data Engineer","Data Engineer (Remote)","Boston, MA","Compensation Unspecified","Data Integration",-71.0588801,42.3600825
"280",995,"Cyber Coders","Data Engineer","Data Engineer (Remote)","Boston, MA","Compensation Unspecified","Data Warehousing",-71.0588801,42.3600825
"281",996,"Cyber Coders","Data Engineer","Data Engineer (Remote)","Boston, MA","Compensation Unspecified","Hadoop",-71.0588801,42.3600825
"282",997,"Cyber Coders","Data Engineer","Data Engineer (Remote)","Boston, MA","Compensation Unspecified","Python",-71.0588801,42.3600825
"283",998,"Cyber Coders","Data Engineer","Data Engineer (Sports Analytics)","Washington, DC","Compensation Unspecified","AWS",-77.0368707,38.9071923
"284",999,"Cyber Coders","Data Engineer","Data Engineer (Sports Analytics)","Washington, DC","Compensation Unspecified","Data Pipelines",-77.0368707,38.9071923
"285",1000,"Cyber Coders","Data Engineer","Data Engineer (Sports Analytics)","Washington, DC","Compensation Unspecified","ETL",-77.0368707,38.9071923
"286",1001,"Cyber Coders","Data Engineer","Data Engineer (Sports Analytics)","Washington, DC","Compensation Unspecified","MySQL",-77.0368707,38.9071923
"287",1002,"Cyber Coders","Data Engineer","Data Engineer (Sports Analytics)","Washington, DC","Compensation Unspecified","Python",-77.0368707,38.9071923
